role_id,function_id,enable_flag,created_id,created_at,updated_id,updated_at
2,One_Menu_Meal:update,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Picture:create,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Picture:delete,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Picture:search,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Picture:update,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Picture_Type:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Picture_Type:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Picture_Type:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Picture_Type:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Process_Classification:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Process_Classification:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Process_Classification:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Process_Classification:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Quantity_Unit:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Quantity_Unit:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Quantity_Unit:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Quantity_Unit:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Rcmd_Recipe_List:create,0,1,2017-08-09 08:40:15.91,1,2017-08-09 08:40:15.91
2,Rcmd_Recipe_List:delete,0,1,2017-08-09 08:40:15.91,1,2017-08-09 08:40:15.91
2,Rcmd_Recipe_List:search,0,1,2017-08-09 08:40:15.897,1,2017-08-09 08:40:15.897
2,Rcmd_Recipe_List:update,0,1,2017-08-09 08:40:15.91,1,2017-08-09 08:40:15.91
2,Recipes:create,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
