,prediction,label,filename,categorynames,prob_0,prob_1,prob_2
52,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_100332.png,tomato,2.654928e-15,1.66136703e-15,1
53,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140834.png,eggplant,2.47254661e-07,0.999999762,1.13518604e-11]]
54,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133455.png,broccoli,1,5.22703436e-09,1.27586393e-19
55,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_103807.png,tomato,4.92374214e-18,3.01853371e-14,1]]
56,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113724.png,tomato,7.85084461e-19,8.44841448e-17,1
57,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133454.png,broccoli,1,1.86942177e-08,1.82216275e-17]]
58,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_093157.png,tomato,1.16958856e-27,4.1212204e-22,1
59,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140839.png,eggplant,1.52710143e-07,0.999999881,2.31594648e-12]]
60,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133213.png,broccoli,1,2.92363855e-10,1.57075973e-18
61,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_093155.png,tomato,2.83403211e-26,3.36732848e-21,1]]
62,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_093156.png,tomato,6.80509916e-28,1.62001813e-22,1
63,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140558.png,eggplant,2.59596811e-09,1,5.83776e-11]]
64,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140356.png,broccoli,1,2.1140659e-08,1.1767203e-15
65,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_100329.png,tomato,2.89130101e-15,2.07818475e-15,1]]
66,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141038.png,eggplant,5.69689405e-07,0.999999404,6.00068633e-14
67,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133457.png,broccoli,1,1.13407577e-08,1.66017362e-18]]
68,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113725.png,tomato,2.76637673e-18,3.96807116e-16,1
69,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133451.png,broccoli,1,2.90186764e-09,2.14313527e-19]]
70,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_103804.png,tomato,2.16951587e-18,1.86114077e-14,1
71,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133210.png,broccoli,1,1.01056552e-10,9.52002829e-17]]
72,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133216.png,broccoli,1,7.51574636e-11,1.1831692e-17
73,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_132533.png,tomato,1.99441724e-18,1.61197078e-14,1]]
74,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141041.png,eggplant,5.57403496e-07,0.999999404,3.1313751e-13
75,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140836.png,eggplant,1.59616789e-07,0.999999881,3.20436074e-11]]
76,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_132536.png,tomato,5.60298439e-18,6.00925695e-14,1
77,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141235.png,eggplant,3.01818309e-05,0.99996984,7.63847763e-10]]
78,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141243.png,eggplant,2.98499035e-05,0.999970198,1.55808196e-11
79,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140158.png,broccoli,1,5.67472513e-09,2.18087435e-19]]
80,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140837.png,eggplant,1.98774202e-07,0.999999762,1.9388333e-11
81,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140835.png,eggplant,1.46582437e-07,0.999999881,4.61179619e-12]]
82,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113720.png,tomato,6.25485028e-18,3.00994137e-16,1
83,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_100333.png,tomato,4.07440254e-15,1.84204784e-15,1]]
84,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141236.png,eggplant,3.24214e-05,0.999967575,2.15931439e-11
85,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141035.png,eggplant,8.35222124e-07,0.999999166,3.42121419e-14]]
86,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140559.png,eggplant,2.123558e-09,1,3.16976223e-10
87,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_100330.png,tomato,5.43319713e-15,2.87152682e-15,1]]
88,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_132534.png,tomato,6.59435291e-18,4.81404399e-14,1
89,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133218.png,broccoli,1,7.93481877e-11,5.87954553e-17]]
90,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140404.png,broccoli,1,9.54497636e-09,6.92053764e-16
91,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133459.png,broccoli,1,4.76845496e-09,2.39974773e-20]]
92,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141242.png,eggplant,7.33081615e-05,0.999926686,8.74622163e-12
93,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_100335.png,tomato,2.5551291e-15,9.56261763e-16,1]]
94,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140357.png,broccoli,1,1.01531743e-08,6.50868852e-16
95,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141043.png,eggplant,2.45192268e-07,0.999999762,4.20738036e-14]]
96,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133452.png,broccoli,1,2.286788e-08,6.7277727e-19
97,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141244.png,eggplant,6.38267156e-05,0.999936223,2.50438784e-11]]
98,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_110747.png,tomato,9.59170369e-15,1.48508294e-13,1
99,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_105719.png,tomato,4.32941e-15,3.21007305e-12,1]]
100,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140401.png,broccoli,1,1.01929123e-08,1.17018936e-15
101,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133458.png,broccoli,1,1.22027863e-08,6.16290709e-18]]
102,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140159.png,broccoli,1,4.18261248e-09,6.26439517e-20
103,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141039.png,eggplant,1.02968954e-06,0.999998927,2.30849844e-13]]
104,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141239.png,eggplant,2.90286298e-05,0.999970913,1.23832776e-11
105,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140602.png,eggplant,3.5479566e-09,1,6.13085471e-10]]
106,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140403.png,broccoli,1,1.51369015e-08,1.14148701e-15
107,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141036.png,eggplant,5.05158e-07,0.999999523,7.04492e-14]]
108,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113721.png,tomato,8.07571469e-19,1.50597204e-16,1
109,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_110745.png,tomato,1.8112712e-14,1.34364796e-13,1]]
110,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140831.png,eggplant,1.68494751e-07,0.999999881,1.60824088e-12
111,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141037.png,eggplant,6.63353e-07,0.999999285,7.82198199e-14]]
112,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140358.png,broccoli,1,1.09345235e-08,8.65853808e-16
113,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141040.png,eggplant,3.64365974e-07,0.999999642,9.91200936e-14]]
114,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133214.png,broccoli,1,1.61966343e-10,1.18137356e-18
115,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140833.png,eggplant,3.55488908e-07,0.999999642,4.91540697e-11]]
116,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_105721.png,tomato,5.62681107e-15,3.39090084e-12,1
117,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113728.png,tomato,1.44942164e-18,2.47325759e-16,1]]
118,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140606.png,eggplant,3.62347241e-09,1,1.95556613e-10
119,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113723.png,tomato,1.77455491e-18,1.78070717e-16,1]]
120,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133452.png,broccoli,1,2.286788e-08,6.7277727e-19
121,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141244.png,eggplant,6.38267156e-05,0.999936223,2.50438784e-11]]
122,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_110747.png,tomato,9.59170369e-15,1.48508294e-13,1
123,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_105719.png,tomato,4.32941e-15,3.21007305e-12,1]]
124,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133458.png,broccoli,1,1.22027863e-08,6.16290709e-18
125,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140401.png,broccoli,1,1.01929123e-08,1.17018936e-15]]
126,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140159.png,broccoli,1,4.18261248e-09,6.26439517e-20
127,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141039.png,eggplant,1.02968954e-06,0.999998927,2.30849844e-13]]
128,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141239.png,eggplant,2.90286298e-05,0.999970913,1.23832776e-11
129,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140602.png,eggplant,3.5479566e-09,1,6.13085471e-10]]
130,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140403.png,broccoli,1,1.51369015e-08,1.14148701e-15
131,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141036.png,eggplant,5.05158e-07,0.999999523,7.04492e-14]]
132,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_110745.png,tomato,1.8112712e-14,1.34364796e-13,1
133,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113721.png,tomato,8.07571469e-19,1.50597204e-16,1]]
134,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140831.png,eggplant,1.68494751e-07,0.999999881,1.60824088e-12
135,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141037.png,eggplant,6.63353e-07,0.999999285,7.82198199e-14]]
136,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141040.png,eggplant,3.64365974e-07,0.999999642,9.91200936e-14
137,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140358.png,broccoli,1,1.09345235e-08,8.65853808e-16]]
138,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140833.png,eggplant,3.55488908e-07,0.999999642,4.91540697e-11
139,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133214.png,broccoli,1,1.61966343e-10,1.18137356e-18]]
140,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_105721.png,tomato,5.62681107e-15,3.39090084e-12,1
141,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113728.png,tomato,1.44942164e-18,2.47325759e-16,1]]
142,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113723.png,tomato,1.77455491e-18,1.78070717e-16,1
143,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140606.png,eggplant,3.62347241e-09,1,1.95556613e-10]]
144,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140838.png,eggplant,3.24646408e-07,0.999999642,1.47797989e-11
145,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_110750.png,tomato,1.26978099e-14,7.73767308e-14,1]]
146,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133212.png,broccoli,1,2.53341431e-10,5.77275453e-18
147,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_105723.png,tomato,1.03502704e-15,5.81445157e-13,1]]
148,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140840.png,eggplant,3.25712278e-07,0.999999642,9.3537969e-11
149,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113726.png,tomato,9.34019067e-20,4.09299853e-17,1]]
150,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140154.png,broccoli,1,4.4331574e-09,4.87536944e-19
151,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141238.png,eggplant,0.000108569475,0.9998914,7.771217e-11]]
152,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140157.png,broccoli,1,5.36095e-09,1.39395831e-19
153,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140355.png,broccoli,1,1.25541266e-08,1.36525903e-15]]
154,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141044.png,eggplant,4.14354844e-07,0.999999642,4.37159667e-14
155,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140604.png,eggplant,2.98085445e-09,1,3.90150023e-10]]
